	raw_category	category	mpcat40	ade20k	ade20k_net					
1842	sweets bowl	bowl	objects	vase	vase					
1843	swing	swing	objects	ball	ball					
1844	switch	switch	objects	computer	crt screen					
1845	switches	switch	objects	computer	crt screen					
1846	swivel chair	swivel chair	chair	swivel chair	swivel chair					
1847	t shirt	t-shirt	clothes	clothes	swivel chair					
1848	table	table	table	table	table					
1849	table /w books	table	table	table	table					
1850	table chair	chair	chair	chair	chair					
1851	table cloth	table cloth	table	table	table					
1852	table clutter	clutter	misc	trash can	trash can					
1853	table lamp	table lamp	lighting	lamp	lamp					
1854	table on wheels	table	table	table	table					
1855	table pad	table pad	table	table	table					
1856	table plant	plant	plant	plant	plant					
1857	table shelf	shelf	shelving	shelf	shelf					
1858	table stand	table stand	misc	table	table					
1859	table tennis table	table tennis table	table	table	table					
1860	table top	table	table	table	table					
1861	table tray	tray	objects	tray	tray					
1862	table vase	vase	objects	vase	vase					
1863	table border	unknown	unlabeled	unlabeled	unlabeled					
1864	tablecloth	table cloth	table	table	table					
1865	tablet	tablet	table	table	crt screen					
1866	tabletop	table	table	table	table					
1867	tabletop box	box	objects	box	box					
1868	tabletop games	game	objects	"plaything, toy"	ball					
1869	tabletop trinket	trinket	objects	"plaything, toy"	"plaything, toy"					
1870	tableware	flatware	objects	table	"buffet, counter, sideboard"					
1871	tailet	toilet	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1872	tambourine	tambourine	objects	"plaything, toy"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1873	tank	tank	misc	"tank, storage tank"	"tank, storage tank"					
1874	tap	tap	objects	sink	sink					
1875	tap dial	knob	misc	radiator	radiator					
1876	tap/ water source	tap	objects	sink	sink					
1877	tapestry	tapestry	objects	sink	"case, display case, showcase, vitrine"					
1878	tea box	box	objects	box	box					
1879	tea boxes	boxes	objects	box	box					
1880	teapot	teapot	objects	vase	vase					
1881	teaset	tea set	objects	box	coffee table					
1882	teddy bear	stuffed animal	objects	animal	animal					
1883	teepee	toilet paper	objects	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1884	telephone	telephone	objects	computer	computer					
1885	telephpne	telephone	objects	computer	computer					
1886	telescope	telescope	objects	"awning, sunshade, sunblind"	"awning, sunshade, sunblind"					
1887	temperature control	thermostat	objects	"refrigerator, icebox"	"refrigerator, icebox"					
1888	tennis racket	tennis racket	objects	"plaything, toy"	"pool table, billiard table, snooker table"					
1889	tent	tent	objects	tent	tent					
1890	terrace	terrace	misc	"stairway, staircase"	"stairway, staircase"					
1891	terrace door	door	door	door	door					
1892	therapeutic chair	chair	chair	chair	chair					
1893	thermal mug	mug	objects	bottle	bottle					
1894	thermometer	thermometer	objects	oven	oven					
1895	thermostat	thermostat	objects	computer	"refrigerator, icebox"					
1896	threadmill	treadmill	gym_equipment	"plaything, toy"	tub					
1897	three	three	misc	tree	"bridge, span"					
1898	throw blanket	throw blanket	misc	"blanket, cover"	"blanket, cover"					
1899	tile	tile	objects	countertop	countertop					
1900	tiled floor	floor	floor	floor	floor					
1901	tiled wall	wall	wall	wall	wall					
1902	tiles	tiles	misc	countertop	countertop					
1903	tiling	tiles	misc	countertop	countertop					
1904	tin	box	objects	box	box					
1905	tire	tire	objects	radiator	radiator					
1906	tisse box	tissue box	objects	box	box					
1907	tissue	tissue	misc	towel	microwave					
1908	tissue box	tissue box	objects	box	box					
1909	tissues	tissue	misc	towel	microwave					
1910	title	title	misc	trade name	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1911	toaster	toaster	appliances	oven	oven					
1912	toaster oven	toaster oven	appliances	oven	oven					
1913	toester	toaster	appliances	oven	oven					
1914	toiled	toilet	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1915	toiled paper	toilet paper	objects	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1916	toilet	toilet	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1917	toilet bin	trash can	objects	trash can	trash can					
1918	toilet bowl brush holder	toilet brush holder	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1919	toilet brush	toilet brush	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1920	toilet brush holder	toilet brush holder	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1921	toilet cabinet	cabinet	cabinet	cabinet	cabinet					
1922	toilet cleaner	toilet cleaner	misc	bottle	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1923	toilet counter	counter	counter	counter	counter					
1924	toilet flush	handle	objects	door	"mountain, mount"					
1925	toilet handle	handle	objects	door	"mountain, mount"					
1926	toilet holder	toilet brush holder	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1927	toilet paper	toilet paper	objects	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1928	toilet paper dispenser	toilet paper dispenser	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1929	toilet paper holder	toilet paper dispenser	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1930	toilet paper stand	toilet paper dispenser	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1931	toilet plunger	plunger	objects	tub	tub					
1932	toilet seat	toilet seat	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1933	toilet sink	sink	sink	sink	sink					
1934	toilet sliding door	door	door	door	door					
1935	toilet utensil	utensil	objects	tray	tray					
1936	toilete	toilet	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1937	toilete brush	toilet brush	misc	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1938	toilete paper holder	toilet paper dispenser	misc	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1939	toiletry	toiletry	objects	"toilet, can, commode, crapper, pot, potty, stool, throne"	clothes					
1940	toiletry bag	toiletry bag	objects	bag	bag					
1941	toliet	toilet	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1942	tolilet	toilet	toilet	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1943	tool	tool	objects	"plaything, toy"	"plaything, toy"					
1944	tool board	tool rack	wall	wall	"awning, sunshade, sunblind"					
1945	tool box	tool box	objects	box	box					
1946	tool rack	tool rack	wall	wall	"awning, sunshade, sunblind"					
1947	toolbox	tool box	objects	box	box					
1948	tools	tool	objects	"plaything, toy"	"plaything, toy"					
1949	toothbrush	toothbrush	objects	sink	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1950	toothbrush cup	cup	objects	bottle	bottle					
1951	toothbrush holder	cup	objects	bottle	bottle					
1952	toothpaste	toothpaste	objects	sink	dishwasher					
1953	torch	torch	objects	street lamp	street lamp					
1954	toster	toaster	appliances	oven	oven					
1955	towel	towel	towel	towel	towel					
1956	towel bar	towel bar	objects	towel	towel					
1957	towel bar shelf	shelf	shelving	shelf	shelf					
1958	towel basket	basket	objects	"basket, handbasket"	"basket, handbasket"					
1959	towel box	box	objects	box	box					
1960	towel hang	towel bar	objects	bar	towel					
1961	towel hanger	towel bar	objects	bar	towel					
1962	towel holder	towel bar	objects	bar	towel					
1963	towel paper dispenser	toilet paper dispenser	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1964	towel paper holder	toilet paper dispenser	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
1965	towel rack	towel bar	objects	bar	towel					
1966	towel rail	towel bar	objects	bar	towel					
1967	towel ring	towel ring	objects	bar	towel					
1968	towel rod	towel bar	objects	bar	towel					
1969	towel shelf	shelf	shelving	shelf	shelf					
1970	towell	towel	towel	towel	towel					
1971	towels	towel	towel	towel	towel					
1972	towels in a basket	basket	objects	"basket, handbasket"	"basket, handbasket"					
1973	toy	toy	objects	"plaything, toy"	"plaything, toy"					
1974	toy /otherroom	toy	objects	"plaything, toy"	"plaything, toy"					
1975	toy mickey mouse	toy	objects	"plaything, toy"	"plaything, toy"					
1976	toy airplane	toy	objects	"plaything, toy"	"plaything, toy"					
1977	toy car	toy	objects	"plaything, toy"	"plaything, toy"					
1978	toy cars	toy	objects	"plaything, toy"	"plaything, toy"					
1979	toy duck	toy	objects	"plaything, toy"	"plaything, toy"					
1980	toy trailer	toy	objects	"plaything, toy"	"plaything, toy"					
1981	toy train	toy	objects	"plaything, toy"	"plaything, toy"					
1982	toys	toy	objects	"plaything, toy"	"plaything, toy"					
1983	track	toy	objects	"plaything, toy"	"plaything, toy"					
1984	traffic cone	traffic cone	objects	traffic light	traffic light					
1985	training bench	weight bench	gym_equipment	bench	bench					
1986	training mat	training mat	gym_equipment	"conveyer belt, conveyor belt, conveyer, conveyor, transporter"	"conveyer belt, conveyor belt, conveyer, conveyor, transporter"					
1987	trampoline	trampoline	gym_equipment	fence	fence					
1988	trascan	trash can	objects	trash can	trash can					
1989	trash	trash can	objects	trash can	trash can					
1990	trash  bin	trash can	objects	trash can	trash can					
1991	trash bag	trash bag	misc	bag	bag					
1992	trash bin	trash can	objects	trash can	trash can					
1993	trash can	trash can	objects	trash can	trash can					
1994	trashcan	trash can	objects	trash can	trash can					
1995	tray	tray	objects	tray	tray					
1996	treadmill	treadmill	gym_equipment	"stairway, staircase"	tub					
1997	tree	tree	plant	tree	tree					
1998	tree branch	tree branch	objects	tree	tree					
1999	trimmer	trimmer	objects	"washer, automatic washer, washing machine"	"washer, automatic washer, washing machine"					
2000	trinket	trinket	objects	"plaything, toy"	"plaything, toy"					
2001	tripod	tripod	shelving	shelf	swivel chair					
2002	trofeum	trophy	misc	"buffet, counter, sideboard"	"buffet, counter, sideboard"					
2003	troley	trolley	objects	bus	bus					
2004	trolley	trolley	objects	bus	bus					
2005	trombone	trombone	objects	"plaything, toy"	"bannister, banister, balustrade, balusters, handrail"					
2006	trophies	trophy	misc	"buffet, counter, sideboard"	"buffet, counter, sideboard"					
2007	trophy	trophy	misc	"buffet, counter, sideboard"	"buffet, counter, sideboard"					
2008	trough	trough	misc	"buffet, counter, sideboard"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
2009	trumpet	trumpet	objects	"plaything, toy"	"ottoman, pouf, pouffe, puff, hassock"					
2010	trumpet stand	stand	table	"base, pedestal, stand"	"base, pedestal, stand"					
2011	tub	bathtub	bathtub	tub	tub					
2012	tube	tv	tv_monitor	tv	tv					
2013	tv	tv	tv_monitor	tv	tv					
2014	tv cabinet	tv stand	furniture	tv	tv					
2015	tv decoder	tv remote	objects	computer	tv					
2016	tv led	tv	tv_monitor	tv	tv					
2017	tv remote	tv remote	objects	computer	tv					
2018	tv remote control	tv remote	objects	computer	tv					
2019	tv stand	tv stand	furniture	tv	tv					
2020	tv stand door	door	door	door	door					
2021	tv table	tv stand	furniture	tv	tv					
2022	twigs in vase	plant	plant	plant	plant					
2023	typewriter	typewriter	objects	desk	desk					
2024	ubnknown/ probably clothes	clothes	clothes	clothes	clothes					
2025	uknknown	unknown	unlabeled	unlabeled	unlabeled					
2026	uknown	unknown	unlabeled	unlabeled	unlabeled					
2027	uknown device	unknown	unlabeled	unlabeled	unlabeled					
2028	ukulele	ukulele	objects	"plaything, toy"	kitchen island					
2029	umbrella	umbrella	objects	clothes	"blanket, cover"					
2030	umbrella stand	umbrella stand	furniture	"base, pedestal, stand"	"base, pedestal, stand"					
2031	umbrellas	umbrella	objects	clothes	"blanket, cover"					
2032	umknown	unknown	unlabeled	unlabeled	unlabeled					
2033	unkknown	unknown	unlabeled	unlabeled	unlabeled					
2034	unknaown	unknown	unlabeled	unlabeled	unlabeled					
2035	unknnown	unknown	unlabeled	unlabeled	unlabeled					
2036	unknon	unknown	unlabeled	unlabeled	unlabeled					
2037	unknow	unknown	unlabeled	unlabeled	unlabeled					
2038	unknowm	unknown	unlabeled	unlabeled	unlabeled					
2039	unknown	unknown	unlabeled	unlabeled	unlabeled					
2040	unknown /otherroom	unknown	unlabeled	unlabeled	unlabeled					
2041	unknown /outside	unknown	unlabeled	unlabeled	unlabeled					
2042	unknown /probably cup	cup	objects	bottle	bottle					
2043	unknown cluter	clutter	misc	trash can	trash can					
2044	unknown clutter	clutter	misc	trash can	trash can					
2045	unknown countertop item	unknown	unlabeled	unlabeled	unlabeled					
2046	unknown device	unknown	unlabeled	unlabeled	unlabeled					
2047	unknown facility	unknown	unlabeled	unlabeled	unlabeled					
2048	unknown kitchen appliance	kitchen appliance	appliances	dishwasher	dishwasher					
2049	unknown kitchen stuff	unknown	unlabeled	unlabeled	unlabeled					
2050	unknown machines	appliance	misc	dishwasher	dishwasher					
2051	unknown office stuff	unknown	unlabeled	unlabeled	unlabeled					
2052	unknown picture/window	picture	picture	"painting, picture"	"painting, picture"					
2053	unknown stuff	unknown	unlabeled	unlabeled	unlabeled					
2054	unknown wall	wall	wall	wall	wall					
2055	unknown/	unknown	unlabeled	unlabeled	unlabeled					
2056	unknown/ a pie?	food	misc	"food, solid food"	"food, solid food"					
2057	unknown/ bin?	bin	objects	trash can	bag					
2058	unknown/ pile of something	clutter	misc	trash can	trash can					
2059	unknown/ proably cup	cup	objects	bottle	bottle					
2060	unknown/ probably a book	book	objects	book	book					
2061	unknown/ probably advertisement	magazine	objects	book	"column, pillar"					
2062	unknown/ probably air refresher	air freshener	objects	fan	shower					
2063	unknown/ probably air vent	vent	misc	"hood, exhaust hood"	"hood, exhaust hood"					
2064	unknown/ probably air vent fan	fan	objects	fan	fan					
2065	unknown/ probably albums	album	objects	book	"rock, stone"					
2066	unknown/ probably attic entrance	door	door	door	door					
2067	unknown/ probably bag	bag	objects	bag	bag					
2068	unknown/ probably basket	basket	objects	"basket, handbasket"	"basket, handbasket"					
2069	unknown/ probably bin	bin	objects	trash can	bag					
2070	unknown/ probably board	board	board_panel	bulletin board	bulletin board					
2071	unknown/ probably board games	game	objects	"plaything, toy"	ball					
2072	unknown/ probably boiler	boiler	misc	stove	stove					
2073	unknown/ probably book	book	objects	book	book					
2074	unknown/ probably books	book	objects	book	book					
2075	unknown/ probably books or albums	book	objects	book	book					
2076	unknown/ probably bottle	bottle	objects	bottle	bottle					
2077	unknown/ probably bowl	bowl	objects	vase	vase					
2078	unknown/ probably box	box	objects	box	box					
2079	unknown/probably cabinet	cabinet	cabinet	cabinet	cabinet					
2080	unknown/ probably cabinet	cabinet	cabinet	cabinet	cabinet					
2081	unknown/ probably calculator	calculator	appliances	computer	computer					
2082	unknown/ probably candle	candle	objects	lamp	lamp					
2083	unknown/ probably candle stand	candle	objects	lamp	lamp					
2084	unknown/ probably candles	candle	objects	lamp	lamp					
2085	unknown/ probably canopy	canopy	misc	canopy	canopy					
2086	unknown/ probably casket	casket	misc	vase	vase					
2087	unknown/ probably charger	charger	objects	"awning, sunshade, sunblind"	"awning, sunshade, sunblind"					
2088	unknown/ probably clock	clock	objects	clock	clock					
2089	unknown/ probably clothes	clothes	clothes	clothes	clothes					
2090	unknown/ probably coffee machine	coffee machine	appliances	dishwasher	coffee table					
2091	unknown/ probably computer	computer	objects	computer	computer					
2092	unknown/ probably coocking books	book	objects	book	book					
2093	unknown/ probably cookies	food	misc	"food, solid food"	"food, solid food"					
2094	unknown/ probably cosmetic	cosmetics	objects	clothes	clothes					
2095	unknown/ probably cosmetics	cosmetics	objects	clothes	clothes					
2096	unknown/ probably cups	cups	objects	bottle	bottle					
2097	unknown/ probably decoration	decoration	objects	sconce	sconce					
2098	unknown/ probably decorative plant	decorative plant	plant	plant	plant					
2099	unknown/ probably desk or box	box	objects	box	box					
2100	unknown/ probably dinnerware	flatware	objects	"buffet, counter, sideboard"	"buffet, counter, sideboard"					
2101	unknown/ probably dishwasher	dishwasher	appliances	dishwasher	dishwasher					
2102	unknown/ probably drum	drum	objects	"plaything, toy"	"rock, stone"					
2103	unknown/ probably drums	drum	objects	"plaything, toy"	"rock, stone"					
2104	unknown/ probably fan vent	fan	objects	fan	fan					
2105	unknown/ probably fire alarm	fire alarm	objects	fan	stove					
2106	unknown/ probably fire detector	smoke detector	misc	fan	"ottoman, pouf, pouffe, puff, hassock"					
2107	unknown/ probably fire sprinkler	sprinkler	objects	water	water					
2108	unknown/ probably foam	foam	misc	radiator	radiator					
2109	unknown/ probably folded table	table	table	table	table					
2110	unknown/ probably frame	frame	misc	"bridge, span"	"bridge, span"					
2111	unknown/ probably framed picture	picture	picture	"painting, picture"	"painting, picture"					
2112	unknown/ probably fridge	refrigerator	appliances	"refrigerator, icebox"	"refrigerator, icebox"					
2113	unknown/ probably glasses	glasses	objects	"glass, drinking glass"	"glass, drinking glass"					
2114	unknown/ probably hand grab	unknown	unlabeled	unlabeled	unlabeled					
2115	unknown/ probably hat	hat	clothes	clothes	towel					
2116	unknown/ probably heater	heater	objects	stove	stove					
2117	unknown/ probably home theater player	tv	tv_monitor	tv	tv					
2118	unknown/ probably jar	jar	objects	bottle	bottle					
2119	unknown/ probably lamp	lamp	lighting	lamp	lamp					
2120	unknown/ probably letters	papers	objects	book	book					
2121	unknown/ probably liquid soap	soap	objects	box	"washer, automatic washer, washing machine"					
2122	unknown/ probably magazine	magazine	objects	book	"column, pillar"					
2123	unknown/ probably monitor	monitor	tv_monitor	monitor	monitor					
2124	unknown/ probably napkins	napkins	objects	"blanket, cover"	tray					
2125	unknown/ probably notebook	notebook	objects	book	computer					
2126	unknown/ probably paper towel dispenser	paper towels	towel	towel	towel					
2127	unknown/ probably paper towel holder	paper towels	towel	towel	towel					
2128	unknown/ probably pipe	pipe	misc	radiator	radiator					
2129	unknown/ probably plate	plate	objects	plate	plate					
2130	unknown/ probably pot	pot	objects	pot	"toilet, can, commode, crapper, pot, potty, stool, throne"					
2131	unknown/ probably printer	printer	objects	computer	computer					
2132	unknown/ probably radio	radio	misc	computer	tv					
2133	unknown/ probably rug	rug	floor	rug	rug					
2134	unknown/ probably scarf	scarf	clothes	clothes	clothes					
2135	unknown/ probably security detector	security detector	misc	"awning, sunshade, sunblind"	"awning, sunshade, sunblind"					
2136	unknown/ probably shampoo	shampoo	objects	shower	clothes					
2137	unknown/ probably sheet	sheet	misc	"blanket, cover"	pillow					
2138	unknown/ probably sheets	sheet	misc	"blanket, cover"	pillow					
2139	unknown/ probably shelf	shelf	shelving	shelf	shelf					
2140	unknown/ probably shower cabine	shower	shower	shower	shower					
2141	unknown/ probably shower gel	shampoo	objects	shower	clothes					
2142	unknown/ probably sitting pillow	pillow	cushion	cushion	pillow					
2143	unknown/ probably soap	soap	objects	box	"washer, automatic washer, washing machine"					
2144	unknown/ probably sofa	sofa	sofa	sofa	sofa					
2145	unknown/ probably solarium chair	chair	chair	chair	chair					
2146	unknown/ probably stand	stand	table	"base, pedestal, stand"	"base, pedestal, stand"					
2147	unknown/ probably table lamp	table lamp	lighting	lamp	lamp					
2148	unknown/ probably tank	tank	misc	"tank, storage tank"	"tank, storage tank"					
2149	unknown/ probably telephone	telephone	objects	computer	computer					
2150	unknown/ probably tissue dispenser	tissue	misc	towel	microwave					
2151	unknown/ probably wall lamp	wall lamp	lighting	lamp	lamp					
2152	unknown/ probably washing powder	washing powder	misc	box	"washer, automatic washer, washing machine"					
2153	unknown/ probably washing soap	soap	objects	box	"washer, automatic washer, washing machine"					
2154	unknown/ probaby albums	albums	objects	book	"rock, stone"					
2155	unknown// probably fire sprinkler	fire sprinkler	misc	stove	stove					
2156	unknown/probably decoration	decoration	objects	sconce	sconce					
2157	unknown/remove	unknown/remove	misc	sconce	sconce					
2158	unknwn	unknown	unlabeled	unlabeled	unlabeled					
2159	unknwom	unknown	unlabeled	unlabeled	unlabeled					
2160	unknwon	unknown	unlabeled	unlabeled	unlabeled					
2161	unkown	unknown	unlabeled	unlabeled	unlabeled					
2162	unkown clutter	clutter	misc	trash can	trash can					
2163	"unknown"""	unknown	unlabeled	unlabeled	unlabeled					
2164		unknown	unlabeled	unlabeled	unlabeled					
2165	ups	unknown	unlabeled	unlabeled	unlabeled					
2166	urinal	urinal	objects	"toilet, can, commode, crapper, pot, potty, stool, throne"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
2167	utensil	utensil	objects	tray	tray					
2168	vaccum cleaner	vacuum cleaner	appliances	"washer, automatic washer, washing machine"	"washer, automatic washer, washing machine"					
2169	vacuum cleaner	vacuum cleaner	appliances	"washer, automatic washer, washing machine"	"washer, automatic washer, washing machine"					
2170	valve	plumbing	objects	dishwasher	dishwasher					
2171	vanity	vanity	table	table	sconce					
2172	vanity table	vanity	table	table	sconce					
2173	vase	vase	objects	vase	vase					
2174	vase with flower	flower	plant	plant	flower					
2175	vegetables	vegetables	objects	"food, solid food"	"food, solid food"					
2176	vegetation	plant	plant	plant	plant					
2177	vent	vent	misc	"hood, exhaust hood"	"hood, exhaust hood"					
2178	vent pipe	pipe	misc	radiator	radiator					
2179	ventialtion	ventilation	objects	"hood, exhaust hood"	radiator					
2180	ventilation	ventilation	objects	"hood, exhaust hood"	radiator					
2181	ventilation hood	ventilation hood	misc	"hood, exhaust hood"	"hood, exhaust hood"					
2182	ventilation pipe	pipe	misc	radiator	radiator					
2183	ventilator	ventilation	objects	radiator	radiator					
2184	vese	vessel	objects	ship	ship					
2185	vessel	vessel	objects	ship	ship					
2186	vessel sink	vessel sink	misc	sink	sink					
2187	vice	unknown	unlabeled	unlabeled	unlabeled					
2188	video cassette	cassette	objects	"plaything, toy"	tray					
2189	vinyl records	vinyl records	objects	"plaything, toy"	countertop					
2190	violin	violin	objects	"plaything, toy"	"painting, picture"					
2191	violin case	violin case	objects	"plaything, toy"	"case, display case, showcase, vitrine"					
2192	wadrobe	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2193	waffle iron	waffle iron	appliances	counter	sand					
2194	wal	wall	wall	wall	wall					
2195	wal hanging decoration	decoration	objects	sconce	sconce					
2196	wall	wall	wall	wall	wall					
2197	wall outside	wall outside	wall	wall	wall					
2198	wall  clock	wall clock	objects	clock	clock					
2199	wall  lamp	wall lamp	lighting	lamp	lamp					
2200	wall /otheroom	wall	wall	wall	wall					
2201	wall /outside	wall /outside	wall	wall	wall					
2202	wall balk	wall	wall	wall	wall					
2203	wall balks	wall	wall	wall	wall					
2204	wall beam	wall beam	misc	wall	wall					
2205	wall board	wall board	misc	wall	wall					
2206	wall cabinet	wall cabinet	cabinet	cabinet	cabinet					
2207	wall clock	wall clock	objects	clock	clock					
2208	wall control	wall control	misc	wall	wall					
2209	wall controll	wall control	misc	wall	wall					
2210	wall controller	wall control	misc	wall	wall					
2211	wall coping	wall	wall	wall	wall					
2212	wall corridor	wall	wall	wall	wall					
2213	wall cubby	wall cubby	misc	wall	wall					
2214	wall decoration	picture	picture	"painting, picture"	"painting, picture"					
2215	wall detail	wall detail	misc	wall	wall					
2216	wall device	wall electronics	misc	wall	wall					
2217	wall electronic	wall electronics	misc	wall	wall					
2218	wall electronics	wall electronics	misc	wall	wall					
2219	wall frame	picture	picture	"painting, picture"	"painting, picture"					
2220	wall hanger	wall hanger	objects	bar	wall					
2221	wall hanging decoration	wall hanging decoration	misc	bar	wall					
2222	wall hanging organizer	wall hanger	objects	bar	wall					
2223	wall indent	wall indent	misc	bar	wall					
2224	wall lamp	wall lamp	lighting	lamp	lamp					
2225	wall light	wall lamp	lighting	lamp	lamp					
2226	wall lmap	wall lamp	lighting	lamp	lamp					
2227	wall niche	wall hanging decoration	misc	wall	wall					
2228	wall of green	wall	wall	wall	wall					
2229	wall painting	painting	objects	"painting, picture"	"painting, picture"					
2230	wall panel	wall panel	wall	wall	wall					
2231	wall panel frame	wall panel frame	wall	wall	wall					
2232	wall post	wall post	misc	"poster, posting, placard, notice, bill, card"	wall					
2233	wall shelf	wall shelf	shelving	shelf	shelf					
2234	wall sign	wall sign	misc	"signboard, sign"	wall					
2235	wall sing	wall sign	misc	"signboard, sign"	wall					
2236	wall soap shelf	wall soap shelf	misc	shelf	shelf					
2237	wall statue	wall statue	misc	sculpture	wall					
2238	wall sticker	decoration	objects	sconce	sconce					
2239	wall toilet paper	wall toilet paper	misc	box	"toilet, can, commode, crapper, pot, potty, stool, throne"					
2240	wall top	wall top	misc	wall	wall					
2241	wall tv	wall tv	misc	tv	tv					
2242	wall vent	vent	misc	"hood, exhaust hood"	"hood, exhaust hood"					
2243	wallkitchen island	wall	wall	wall	wall					
2244	walll	wall	wall	wall	wall					
2245	wardeobe	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2246	wardeobe door	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2247	warderobe	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2248	wardobe	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2249	wardrobe	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2250	wardrobe accesories	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2251	wardrobe door	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2252	wardrobe door frame	wardrobe	furniture	"wardrobe, closet, press"	"wardrobe, closet, press"					
2253	wardrobe drawer	drawer	chest_of_drawers	"chest of drawers, chest, bureau, dresser"	"chest of drawers, chest, bureau, dresser"					
2254	wardrobe mirror	mirror	mirror	mirror	mirror					
2255	wardrobe shelf	shelf	shelving	shelf	shelf					
2256	wardrobe sliding door	sliding door	door	door	door					
2257	wash basin	washbasin	sink	sink	tub					
2258	wash basin cabinet	wash cabinet	cabinet	cabinet	cabinet					
2259	wash cabinet	wash cabinet	cabinet	cabinet	cabinet					
2260	washbasin	washbasin	sink	sink	tub					
2261	washbasin cabinet	wash cabinet	cabinet	cabinet	cabinet					
2262	washbasin counter	washbasin counter	counter	counter	counter					
2263	washbasin countertop	washbasin counter	counter	counter	counter					
2264	washbasin table	washbasin counter	counter	counter	counter					
2265	washcloth	washcloth	objects	clothes	pillow					
2266	washdisher machine	dishwasher	appliances	dishwasher	dishwasher					
2267	washer dryer	washer-dryer	misc	"washer, automatic washer, washing machine"	dishwasher					
2268	washer-dryer	washer-dryer	misc	"washer, automatic washer, washing machine"	dishwasher					
2269	washing container	container	objects	bottle	bottle					
2270	washing liquid	detergent	misc	bottle	dishwasher					
2271	washing machine	washing machine	appliances	"washer, automatic washer, washing machine"	"washer, automatic washer, washing machine"					
2272	washing machine and dryer	washing machine and dryer	appliances	"washer, automatic washer, washing machine"	"washer, automatic washer, washing machine"					
2273	washing powder	washing powder	misc	box	"washer, automatic washer, washing machine"					
2274	washing stuff	washing stuff	misc	bottle	"washer, automatic washer, washing machine"					
2275	watch	watch	objects	clock	monitor					
2276	water basin	water basin	misc	water	water					
2277	water bottle	bottle	objects	bottle	bottle					
2278	water dispenser	water dispenser	objects	bottle	water					
2279	water fountain	water fountain	misc	fountain	fountain					
2280	water heater	water heater	objects	radiator	water					
2281	water meter	water meter	objects	water	water					
2282	water outlet	water outlet	objects	water	water					
2283	water pump	water pump	objects	water	water					
2284	water tank	water tank	objects	"tank, storage tank"	"tank, storage tank"					
2285	watering can	watering can	objects	"tank, storage tank"	"toilet, can, commode, crapper, pot, potty, stool, throne"					
2286	weight	weight	gym_equipment	"conveyer belt, conveyor belt, conveyer, conveyor, transporter"	"conveyer belt, conveyor belt, conveyer, conveyor, transporter"					
2287	weight bench	weight bench	gym_equipment	bench	bench					
2288	weights	weights	gym_equipment	bench	"step, stair"					
2289	wheel	wheel	objects	unlabeled	"step, stair"					
